[2026-06-08 09:47:32,933][HYDRA] Joblib.Parallel(n_jobs=72,backend=loky,prefer=processes,require=None,verbose=0,timeout=None,pre_dispatch=2*n_jobs,batch_size=auto,temp_folder=None,max_nbytes=None,mmap_mode=r) is launching 360 jobs
[2026-06-08 09:47:32,933][HYDRA] Launching jobs, sweep output dir : multirun/2026-06-08/09-47-15
[2026-06-08 09:47:32,933][HYDRA] 	#0 : GENERAL.seed=1 DATA.N=20 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#131 : GENERAL.seed=4 DATA.N=640 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#132 : GENERAL.seed=4 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#133 : GENERAL.seed=4 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#134 : GENERAL.seed=4 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#135 : GENERAL.seed=4 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#136 : GENERAL.seed=4 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#137 : GENERAL.seed=4 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#138 : GENERAL.seed=4 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#139 : GENERAL.seed=4 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#140 : GENERAL.seed=4 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#141 : GENERAL.seed=4 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#142 : GENERAL.seed=4 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#143 : GENERAL.seed=4 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#144 : GENERAL.seed=5 DATA.N=20 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#145 : GENERAL.seed=5 DATA.N=20 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#146 : GENERAL.seed=5 DATA.N=20 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#147 : GENERAL.seed=5 DATA.N=20 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#148 : GENERAL.seed=5 DATA.N=40 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#149 : GENERAL.seed=5 DATA.N=40 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#150 : GENERAL.seed=5 DATA.N=40 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#151 : GENERAL.seed=5 DATA.N=40 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#152 : GENERAL.seed=5 DATA.N=80 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#153 : GENERAL.seed=5 DATA.N=80 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#154 : GENERAL.seed=5 DATA.N=80 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#155 : GENERAL.seed=5 DATA.N=80 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#156 : GENERAL.seed=5 DATA.N=160 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#157 : GENERAL.seed=5 DATA.N=160 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#158 : GENERAL.seed=5 DATA.N=160 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#159 : GENERAL.seed=5 DATA.N=160 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#160 : GENERAL.seed=5 DATA.N=320 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#161 : GENERAL.seed=5 DATA.N=320 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#162 : GENERAL.seed=5 DATA.N=320 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#163 : GENERAL.seed=5 DATA.N=320 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#164 : GENERAL.seed=5 DATA.N=640 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#165 : GENERAL.seed=5 DATA.N=640 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#166 : GENERAL.seed=5 DATA.N=640 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#167 : GENERAL.seed=5 DATA.N=640 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#168 : GENERAL.seed=5 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#169 : GENERAL.seed=5 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#170 : GENERAL.seed=5 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#171 : GENERAL.seed=5 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#172 : GENERAL.seed=5 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#173 : GENERAL.seed=5 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#174 : GENERAL.seed=5 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#175 : GENERAL.seed=5 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#176 : GENERAL.seed=5 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#177 : GENERAL.seed=5 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#178 : GENERAL.seed=5 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#179 : GENERAL.seed=5 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#180 : GENERAL.seed=6 DATA.N=20 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#181 : GENERAL.seed=6 DATA.N=20 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#182 : GENERAL.seed=6 DATA.N=20 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#183 : GENERAL.seed=6 DATA.N=20 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#184 : GENERAL.seed=6 DATA.N=40 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#185 : GENERAL.seed=6 DATA.N=40 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#186 : GENERAL.seed=6 DATA.N=40 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#187 : GENERAL.seed=6 DATA.N=40 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#188 : GENERAL.seed=6 DATA.N=80 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#189 : GENERAL.seed=6 DATA.N=80 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#190 : GENERAL.seed=6 DATA.N=80 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#191 : GENERAL.seed=6 DATA.N=80 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#192 : GENERAL.seed=6 DATA.N=160 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#193 : GENERAL.seed=6 DATA.N=160 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#194 : GENERAL.seed=6 DATA.N=160 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#195 : GENERAL.seed=6 DATA.N=160 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#196 : GENERAL.seed=6 DATA.N=320 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#197 : GENERAL.seed=6 DATA.N=320 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#198 : GENERAL.seed=6 DATA.N=320 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#199 : GENERAL.seed=6 DATA.N=320 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#200 : GENERAL.seed=6 DATA.N=640 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#201 : GENERAL.seed=6 DATA.N=640 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#202 : GENERAL.seed=6 DATA.N=640 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#203 : GENERAL.seed=6 DATA.N=640 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,935][HYDRA] 	#204 : GENERAL.seed=6 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#205 : GENERAL.seed=6 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#206 : GENERAL.seed=6 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#207 : GENERAL.seed=6 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#208 : GENERAL.seed=6 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#209 : GENERAL.seed=6 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#210 : GENERAL.seed=6 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#211 : GENERAL.seed=6 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#212 : GENERAL.seed=6 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#213 : GENERAL.seed=6 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#214 : GENERAL.seed=6 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#215 : GENERAL.seed=6 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#216 : GENERAL.seed=7 DATA.N=20 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#217 : GENERAL.seed=7 DATA.N=20 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#218 : GENERAL.seed=7 DATA.N=20 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#219 : GENERAL.seed=7 DATA.N=20 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#220 : GENERAL.seed=7 DATA.N=40 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#221 : GENERAL.seed=7 DATA.N=40 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#222 : GENERAL.seed=7 DATA.N=40 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#223 : GENERAL.seed=7 DATA.N=40 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#224 : GENERAL.seed=7 DATA.N=80 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#225 : GENERAL.seed=7 DATA.N=80 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#226 : GENERAL.seed=7 DATA.N=80 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#227 : GENERAL.seed=7 DATA.N=80 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#228 : GENERAL.seed=7 DATA.N=160 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#229 : GENERAL.seed=7 DATA.N=160 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#230 : GENERAL.seed=7 DATA.N=160 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#231 : GENERAL.seed=7 DATA.N=160 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#232 : GENERAL.seed=7 DATA.N=320 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#233 : GENERAL.seed=7 DATA.N=320 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#234 : GENERAL.seed=7 DATA.N=320 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#235 : GENERAL.seed=7 DATA.N=320 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#236 : GENERAL.seed=7 DATA.N=640 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#237 : GENERAL.seed=7 DATA.N=640 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#238 : GENERAL.seed=7 DATA.N=640 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#239 : GENERAL.seed=7 DATA.N=640 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#240 : GENERAL.seed=7 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#241 : GENERAL.seed=7 DATA.N=1280 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#242 : GENERAL.seed=7 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#243 : GENERAL.seed=7 DATA.N=1280 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#244 : GENERAL.seed=7 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#245 : GENERAL.seed=7 DATA.N=2560 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#246 : GENERAL.seed=7 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#247 : GENERAL.seed=7 DATA.N=2560 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#248 : GENERAL.seed=7 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#249 : GENERAL.seed=7 DATA.N=5120 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#250 : GENERAL.seed=7 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#251 : GENERAL.seed=7 DATA.N=5120 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#252 : GENERAL.seed=8 DATA.N=20 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#253 : GENERAL.seed=8 DATA.N=20 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#254 : GENERAL.seed=8 DATA.N=20 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#255 : GENERAL.seed=8 DATA.N=20 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#256 : GENERAL.seed=8 DATA.N=40 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#257 : GENERAL.seed=8 DATA.N=40 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#258 : GENERAL.seed=8 DATA.N=40 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#259 : GENERAL.seed=8 DATA.N=40 QNN.non_equivariance=4 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#260 : GENERAL.seed=8 DATA.N=80 QNN.non_equivariance=3 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#261 : GENERAL.seed=8 DATA.N=80 QNN.non_equivariance=3 QNN.reps=7 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
[2026-06-08 09:47:32,936][HYDRA] 	#262 : GENERAL.seed=8 DATA.N=80 QNN.non_equivariance=4 QNN.reps=6 QNN.p_err=0 TRAINING.epochs=60 DATA.dataset=mnist
