Seed: 1234, Sample size: 20, Non equivariance: 0, Noise: 0.0, Test Accuracy: 0.9500 (at epoch 9)
Seed: 5678, Sample size: 40, Non equivariance: 2, Noise: 0.05, Test Accuracy: 0.7500 (at epoch 38)
Seed: 101, Sample size: 40, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.7000 (at epoch 8)
Seed: 42, Sample size: 40, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.6500 (at epoch 12)
Seed: 5678, Sample size: 40, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.7000 (at epoch 24)
Seed: 1234, Sample size: 40, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.4750 (at epoch 15)
Seed: 999, Sample size: 40, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.5250 (at epoch 3)
Seed: 42, Sample size: 40, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.6500 (at epoch 12)
Seed: 1234, Sample size: 40, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.7750 (at epoch 20)
Seed: 101, Sample size: 40, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.7000 (at epoch 25)
Seed: 5678, Sample size: 40, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.6500 (at epoch 31)
Seed: 999, Sample size: 40, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.5500 (at epoch 3)
Seed: 42, Sample size: 40, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6250 (at epoch 12)
Seed: 101, Sample size: 40, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6500 (at epoch 27)
Seed: 1234, Sample size: 40, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.7250 (at epoch 21)
Seed: 999, Sample size: 40, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6000 (at epoch 2)
Seed: 5678, Sample size: 40, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6000 (at epoch 18)
Seed: 42, Sample size: 40, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.6250 (at epoch 12)
Seed: 101, Sample size: 40, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.5000 (at epoch 5)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.6250 (at epoch 6)
Seed: 1234, Sample size: 40, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.7250 (at epoch 37)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.7000 (at epoch 18)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.7500 (at epoch 30)
Seed: 5678, Sample size: 40, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.6000 (at epoch 24)
Seed: 42, Sample size: 40, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5750 (at epoch 12)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.6750 (at epoch 9)
Seed: 999, Sample size: 40, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.5500 (at epoch 2)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.7250 (at epoch 37)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.6000 (at epoch 6)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.7250 (at epoch 19)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.7500 (at epoch 20)
Seed: 101, Sample size: 40, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5000 (at epoch 12)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.6250 (at epoch 7)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.6500 (at epoch 40)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.6000 (at epoch 6)
Seed: 5678, Sample size: 40, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5250 (at epoch 18)
Seed: 1234, Sample size: 40, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.6750 (at epoch 39)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.7500 (at epoch 21)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.7500 (at epoch 18)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.6250 (at epoch 7)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.6000 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.6250 (at epoch 7)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.6500 (at epoch 15)
Seed: 999, Sample size: 40, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.6000 (at epoch 2)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.7500 (at epoch 17)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.6000 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.5750 (at epoch 7)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.6000 (at epoch 6)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.6250 (at epoch 10)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.8000 (at epoch 38)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.6250 (at epoch 6)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.5750 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.6000 (at epoch 7)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.6250 (at epoch 9)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.8000 (at epoch 35)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.6250 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.6000 (at epoch 7)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.5750 (at epoch 5)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.6000 (at epoch 8)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.8000 (at epoch 38)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.6000 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.6000 (at epoch 7)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.5750 (at epoch 4)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.6250 (at epoch 8)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.8000 (at epoch 16)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.6000 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.5750 (at epoch 5)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.5750 (at epoch 4)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.6000 (at epoch 8)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.6500 (at epoch 11)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.5750 (at epoch 6)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.6000 (at epoch 6)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.6250 (at epoch 7)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.5750 (at epoch 4)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.6250 (at epoch 11)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.5750 (at epoch 5)
Seed: 42, Sample size: 40, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.5750 (at epoch 4)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.6000 (at epoch 5)
Seed: 101, Sample size: 40, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.6000 (at epoch 7)
Seed: 1234, Sample size: 40, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.6250 (at epoch 10)
Seed: 5678, Sample size: 40, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.5750 (at epoch 5)
Seed: 999, Sample size: 40, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.6000 (at epoch 5)

Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.0, Test Accuracy: 0.768749999951953 (Epoch: 17)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.0, Test Accuracy: 0.7999999999499999 (Epoch: 11)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.0, Test Accuracy: 0.768749999951953 (Epoch: 14)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.0, Test Accuracy: 0.8062499999496093 (Epoch: 7)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.01, Test Accuracy: 0.7812499999511718 (Epoch: 16)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.01, Test Accuracy: 0.8062499999496093 (Epoch: 8)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.02, Test Accuracy: 0.768749999951953 (Epoch: 15)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.01, Test Accuracy: 0.7999999999499999 (Epoch: 9)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.01, Test Accuracy: 0.768749999951953 (Epoch: 15)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.01, Test Accuracy: 0.7812499999511718 (Epoch: 17)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.02, Test Accuracy: 0.7937499999503906 (Epoch: 11)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.02, Test Accuracy: 0.7937499999503906 (Epoch: 7)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.02, Test Accuracy: 0.7749999999515624 (Epoch: 17)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.02, Test Accuracy: 0.7812499999511718 (Epoch: 10)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.03, Test Accuracy: 0.768749999951953 (Epoch: 15)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.03, Test Accuracy: 0.7937499999503906 (Epoch: 4)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.03, Test Accuracy: 0.7874999999507812 (Epoch: 26)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.03, Test Accuracy: 0.7812499999511718 (Epoch: 19)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.04, Test Accuracy: 0.7749999999515624 (Epoch: 22)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.03, Test Accuracy: 0.7812499999511718 (Epoch: 19)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.04, Test Accuracy: 0.7999999999499999 (Epoch: 5)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.04, Test Accuracy: 0.7937499999503906 (Epoch: 7)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.04, Test Accuracy: 0.7937499999503906 (Epoch: 21)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.04, Test Accuracy: 0.7874999999507812 (Epoch: 19)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.05, Test Accuracy: 0.7874999999507812 (Epoch: 19)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.05, Test Accuracy: 0.8124999999492187 (Epoch: 6)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.05, Test Accuracy: 0.8062499999496093 (Epoch: 6)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.05, Test Accuracy: 0.7874999999507812 (Epoch: 18)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.05, Test Accuracy: 0.7874999999507812 (Epoch: 19)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.06, Test Accuracy: 0.7812499999511718 (Epoch: 19)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.06, Test Accuracy: 0.8187499999488281 (Epoch: 6)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.06, Test Accuracy: 0.7999999999499999 (Epoch: 7)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.06, Test Accuracy: 0.7874999999507812 (Epoch: 20)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.06, Test Accuracy: 0.7874999999507812 (Epoch: 22)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.07, Test Accuracy: 0.7874999999507812 (Epoch: 26)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.07, Test Accuracy: 0.8249999999484374 (Epoch: 6)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.07, Test Accuracy: 0.7999999999499999 (Epoch: 6)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.07, Test Accuracy: 0.7937499999503906 (Epoch: 19)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.07, Test Accuracy: 0.7937499999503906 (Epoch: 19)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.08, Test Accuracy: 0.7937499999503906 (Epoch: 19)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.08, Test Accuracy: 0.8124999999492187 (Epoch: 24)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.08, Test Accuracy: 0.8124999999492187 (Epoch: 25)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.08, Test Accuracy: 0.7937499999503906 (Epoch: 19)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.08, Test Accuracy: 0.8062499999496093 (Epoch: 17)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.09, Test Accuracy: 0.8187499999488281 (Epoch: 27)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.09, Test Accuracy: 0.8249999999484374 (Epoch: 25)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.09, Test Accuracy: 0.8249999999484374 (Epoch: 28)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.09, Test Accuracy: 0.8124999999492187 (Epoch: 23)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.09, Test Accuracy: 0.8187499999488281 (Epoch: 21)
Seed: 42, Sample size: 160, Non equivariance: 0, Noise: 0.1, Test Accuracy: 0.8499999999468749 (Epoch: 35)
Seed: 101, Sample size: 160, Non equivariance: 0, Noise: 0.1, Test Accuracy: 0.8437499999472656 (Epoch: 25)
Seed: 1234, Sample size: 160, Non equivariance: 0, Noise: 0.1, Test Accuracy: 0.8437499999472656 (Epoch: 27)
Seed: 5678, Sample size: 160, Non equivariance: 0, Noise: 0.1, Test Accuracy: 0.8374999999476562 (Epoch: 39)
Seed: 999, Sample size: 160, Non equivariance: 0, Noise: 0.1, Test Accuracy: 0.8437499999472656 (Epoch: 26)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.0, Test Accuracy: 0.8249999999484374 (Epoch: 34)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.0, Test Accuracy: 0.8374999999476562 (Epoch: 35)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.0, Test Accuracy: 0.8249999999484374 (Epoch: 29)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.0, Test Accuracy: 0.8312499999480468 (Epoch: 24)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.0, Test Accuracy: 0.8249999999484374 (Epoch: 32)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.01, Test Accuracy: 0.8062499999496093 (Epoch: 15)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.01, Test Accuracy: 0.7937499999503906 (Epoch: 13)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.02, Test Accuracy: 0.7749999999515624 (Epoch: 8)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.01, Test Accuracy: 0.7999999999499999 (Epoch: 16)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.01, Test Accuracy: 0.7999999999499999 (Epoch: 8)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.01, Test Accuracy: 0.8124999999492187 (Epoch: 18)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.02, Test Accuracy: 0.7749999999515624 (Epoch: 16)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.02, Test Accuracy: 0.7749999999515624 (Epoch: 7)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.02, Test Accuracy: 0.7812499999511718 (Epoch: 18)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.02, Test Accuracy: 0.7749999999515624 (Epoch: 14)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.03, Test Accuracy: 0.7749999999515624 (Epoch: 14)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.03, Test Accuracy: 0.7749999999515624 (Epoch: 13)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.03, Test Accuracy: 0.7624999999523437 (Epoch: 7)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.03, Test Accuracy: 0.7562499999527343 (Epoch: 8)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.04, Test Accuracy: 0.7374999999539062 (Epoch: 12)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.03, Test Accuracy: 0.7874999999507812 (Epoch: 37)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.04, Test Accuracy: 0.7374999999539062 (Epoch: 7)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.04, Test Accuracy: 0.7374999999539062 (Epoch: 11)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.04, Test Accuracy: 0.7624999999523437 (Epoch: 26)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.04, Test Accuracy: 0.7437499999535155 (Epoch: 8)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.05, Test Accuracy: 0.718749999955078 (Epoch: 14)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.05, Test Accuracy: 0.718749999955078 (Epoch: 13)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.05, Test Accuracy: 0.7124999999554688 (Epoch: 10)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.05, Test Accuracy: 0.7374999999539062 (Epoch: 17)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.05, Test Accuracy: 0.7062499999558594 (Epoch: 8)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.06, Test Accuracy: 0.6937499999566406 (Epoch: 14)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.06, Test Accuracy: 0.7124999999554688 (Epoch: 39)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.06, Test Accuracy: 0.6812499999574219 (Epoch: 11)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.06, Test Accuracy: 0.7124999999554688 (Epoch: 18)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.06, Test Accuracy: 0.6749999999578125 (Epoch: 12)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.07, Test Accuracy: 0.6249999999609375 (Epoch: 1)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.07, Test Accuracy: 0.6374999999601563 (Epoch: 39)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.07, Test Accuracy: 0.6249999999609375 (Epoch: 1)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.07, Test Accuracy: 0.6062499999621094 (Epoch: 1)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.07, Test Accuracy: 0.6187499999613281 (Epoch: 1)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.08, Test Accuracy: 0.6062499999621094 (Epoch: 1)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.08, Test Accuracy: 0.6187499999613281 (Epoch: 1)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.08, Test Accuracy: 0.5437499999660156 (Epoch: 1)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.08, Test Accuracy: 0.5999999999625 (Epoch: 1)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.08, Test Accuracy: 0.6124999999617187 (Epoch: 1)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.09, Test Accuracy: 0.5687499999644531 (Epoch: 1)
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.09, Test Accuracy: 0.5749999999640625 (Epoch: 34)
Seed: 1234, Sample size: 160, Non equivariance: 1, Noise: 0.09, Test Accuracy: 0.5999999999625 (Epoch: 1)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.09, Test Accuracy: 0.5749999999640625 (Epoch: 23)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.09, Test Accuracy: 0.6187499999613281 (Epoch: 1)
Seed: 42, Sample size: 160, Non equivariance: 1, Noise: 0.1, Test Accuracy: 0.5624999999648437 (Epoch: 15
Seed: 101, Sample size: 160, Non equivariance: 1, Noise: 0.1, Test Accuracy: 0.5562499999652344 (Epoch: 539)
Seed: 5678, Sample size: 160, Non equivariance: 1, Noise: 0.1, Test Accuracy: 0.5749999999640625 (Epoch: 5)
Seed: 999, Sample size: 160, Non equivariance: 1, Noise: 0.1, Test Accuracy: 0.5874999999632812 (Epoch: 11)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.0, Test Accuracy: 0.8312 (at epoch 27)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.0, Test Accuracy: 0.8375 (at epoch 36)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.0, Test Accuracy: 0.8250 (at epoch 12)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.0, Test Accuracy: 0.8250 (at epoch 18)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.0, Test Accuracy: 0.8250 (at epoch 33)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.01, Test Accuracy: 0.8062 (at epoch 25)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.01, Test Accuracy: 0.7937 (at epoch 8)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.02, Test Accuracy: 0.7812 (at epoch 9)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.01, Test Accuracy: 0.8000 (at epoch 8)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.01, Test Accuracy: 0.8062 (at epoch 15)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.01, Test Accuracy: 0.8187 (at epoch 36)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.02, Test Accuracy: 0.7625 (at epoch 8)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.02, Test Accuracy: 0.7687 (at epoch 6)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.02, Test Accuracy: 0.8000 (at epoch 32)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.02, Test Accuracy: 0.7625 (at epoch 9)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.03, Test Accuracy: 0.7625 (at epoch 15)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.03, Test Accuracy: 0.7750 (at epoch 14)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.03, Test Accuracy: 0.7625 (at epoch 8)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.03, Test Accuracy: 0.7500 (at epoch 9)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.04, Test Accuracy: 0.7500 (at epoch 15)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.03, Test Accuracy: 0.7875 (at epoch 34)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.04, Test Accuracy: 0.7437 (at epoch 14)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.04, Test Accuracy: 0.7312 (at epoch 8)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.04, Test Accuracy: 0.7750 (at epoch 30)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.04, Test Accuracy: 0.7312 (at epoch 9)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.05, Test Accuracy: 0.7250 (at epoch 15)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.05, Test Accuracy: 0.7250 (at epoch 14)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.05, Test Accuracy: 0.7062 (at epoch 10)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.05, Test Accuracy: 0.7500 (at epoch 22)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.05, Test Accuracy: 0.7000 (at epoch 9)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.7375 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.7187 (at epoch 40)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.6687 (at epoch 17)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.7375 (at epoch 22)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.06, Test Accuracy: 0.6312 (at epoch 2)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.7000 (at epoch 35)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.6750 (at epoch 40)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.6375 (at epoch 2)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.5937 (at epoch 3)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.07, Test Accuracy: 0.6187 (at epoch 2)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6000 (at epoch 3)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6187 (at epoch 2)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.5562 (at epoch 2)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.5937 (at epoch 2)
